diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
Q21124517,Q21124517, , , , , , , , , , , , , , ,C4225317, , , , , 
Q21124526,Q21124526, , , , , , , , , , , , , ,Q75.4,C4225349, , , , , 
Q21124535,Q21124535, , , , , , , , , , , , , , ,C0796100,C563104, , , , 
Q21124537,Q21124537, , , , , , , , , , , , , ,Q93.5,C3150707, , , , , 
Q21124538,Q21124538, , , , , , , , , , , , , , ,C3280355, , , , , 
Q21124539,Q21124539, , , , , , , , , , , , , , ,"C1850985,C3149276",C565001,C129875, , , 
Q21124540,Q21124540, , , , , , , , , , , , , , ,C3281152, , , , , 
Q21124542,Q21124542, , , , , , , , , , , , , , ,C3150804, , , , , 
Q21124543,Q21124543, , , , , , , , , , , , , , ,C2676724,C567344, , , , 
Q21124544,Q21124544, , , , , , , , , , , , , ,Q93.5,C3150756, , , , , 
Q21124546,Q21124546, , , , , , , , , , , , , , ,C3810282, , , , , 
Q21124547,Q21124547, , , , , , , , , , , , , , ,"C3150790,C3150791", , , , , 
Q21124548,Q21124548, , , , , , , , , , , , , ,Q93.5,C3150215, ,C36470, , , 
Q21124551,Q21124551, , , , , , , , , , , , , , ,C3809844, , , , , 
Q21124555,Q21124555, , , , , , , , , , , , , ,G11.1,C4014261, , , , , 
Q21124566,Q21124566, , , , , , , , , , , , , ,G11.1,C3810326, , , , , 
Q21124567,Q21124567, , , , , , , , , , , , , ,G11.1,C3809327, , , , , 
Q21124568,Q21124568, , , , , , , , , , , , , ,G11.1,C1836474,C563753, , , , 
Q21124570,Q21124570, , , , , , , , , , , , , ,G11.1,C3280452, , , , , 
Q21124571,Q21124571, , , , , , , , , , , , , ,G11.0,C1859298,C565865, , , , 
Q21124573,Q21124573, , , , , , , , , , , , , ,G11.1,C3280226, , , , , 
Q21124574,Q21124574, , , , , , , , , , , , , ,G11.1,C4015301, , , , , 
Q21124576,Q21124576, , , , , , , , , , , , , ,G11.1,C4225383, , , , , 
Q21124578,Q21124578, , , , , , , , , , , , , ,Q87.8,C4225355, , , , , 
Q21154045,Q21154045, , , , , , , , , , , , , ,Q87.0,C1868118,C557819, , , , 
Q21154048,Q21154048, , , , , , , , , , , , , ,Q87.0,C1833796,C563491, , , , 
Q21154049,Q21154049, , , , , , , , , , , , , ,Q87.0,C2752048,C557821, , , , 
Q18553726,Q18553726, , , , , , , , , , , , , , ,C3553719, , , , , 
Q18553727,Q18553727, , , , , , , , , , , , , , ,C3715155, , , , , 
Q18553728,Q18553728, , , , , , , , , , , , , , ,C3715156, , , , , 
Q18553729,Q18553729, , , , , , , , , , , , , , ,"C1853723,C3807521", ,C168755, , , 
Q18553732,Q18553732, , , , , , , , , , , , , ,H21.2,C1168173, ,C84644, , , 
Q18553740,Q18553740, , , , , , , , , , , , , , , , , , , , 
Q18553741,Q18553741, , , , , , , , , , , , , , , , , , , , 
Q18553747,Q18553747, , , , , , , , , , , , , ,Q77.7,"C1865832,C2748495", , , , , 
Q18553752,Q18553752, , , , , , , , , , , , , , ,C0265278,C535658, , , , 
Q18553764,Q18553764, , , , , , , , , , , , ,518.2,J98.3,C0155918, , , , , 
Q18553769,Q18553769, , , , , , , , , , , , ,172.1, ,C0339116, ,C4358, , , 
Q18553774,Q18553774, , , , , , , , , , , , , , , , , , , , 
Q18553779,Q18553779, , , , , , , , , , , , , , ,C0238440, ,C3876, , , 
Q18553780,Q18553780, , , , , , , , , , , , ,324.0, ,C0021874, ,C34734, , , 
Q18553782,Q18553782, , , , , , , , , , , , ,374.52,H02.71,"C0155211,C0854438,C4280440",C562400, , , , 
Q18553786,Q18553786, , , , , , , , , , , , ,371.62, ,C0339286, , , , , 
Q18553794,Q18553794, , , , , , , , , , , , ,152.3, ,C0153429, , , , , 
Q18553803,Q18553803, , , , , , , , , , , , , , ,C0852937, ,C5063, , , 
Q18553808,Q18553808, , , , , , , , , , , , , , ,C1335744, ,C5101, , , 
Q18553810,Q18553810, , , , , , , , , , , , ,214.1, ,C0349565, ,C4647, , , 
Q18553812,Q18553812, , , , , , , , , , , , , , ,C1333747, ,C5835, , , 
Q18553814,Q18553814, , , , , , , , , , , , ,215.0, ,C0347423, ,C4618, , , 
Q18553815,Q18553815, , , , , , , , , , , , ,214.8, ,C0347429, ,C35419, , , 
Q18553816,Q18553816, , , , , , , , , , , , ,214.4, ,C0153972, ,C3606, , , 
Q18553818,Q18553818, , , , , , , , , , , , , , ,C1333509, ,C5854, , , 
Q18553837,Q18553837, , , , , , , , , , , , ,503, ,C0340184, ,C27559, , , 
Q18553840,Q18553840, , , , , , , , , , , , ,502, ,C0340186, ,C35397, , , 
Q18553852,Q18553852, , ,"Q27139135,Q417555,Q425681,Q5984881,binkristina","Q27139135,Q408977,Q417555,Q425681,Q5984881", , , , , , , , ,"204,204.9","C91,C91.9,C91.90",C0023448, ,"C7176,C7539", , , 
Q18553856,Q18553856, , , , , , , , , , , , ,098.34, ,C0153205, , , , , 
Q18553866,Q18553866, , , , , , , , , , , , ,370.04,H16.03,C0155070, , , , , 
Q18553867,Q18553867, , , , , , , , , , , , ,370.02,H16.02,C0155068, , , , , 
Q18553875,Q18553875, , , , , , , , , , , , ,376.11,H05.11,C0155262, ,C3653, , , 
Q18553878,Q18553878, , , , , , , , , , , , ,380.15, ,C0155396, , , , , 
Q18553879,Q18553879, , , , , , , , , , , , ,380.11, ,C0155392, , , , , 
Q18553910,Q18553910, , , , , , , , , , , , ,"410.0,410.00,410.01,410.02", ,C0155627, , , , , 
Q18553914,Q18553914, , , , , , , , , , , , ,365.15,H40.15,C0154944, , , , , 
Q18553924,Q18553924, , , , , , , , , , , , ,330.1, ,C0007788, , , , , 
Q18553934,Q18553934, , , , , , , , , , , , ,473.1,J32.1,C0008683, ,C34473, , , 
Q18553935,Q18553935, , , , , , , , , , , , , ,J32.1,C0016735,D015522,C34626, , , 
Q18553937,Q18553937, , , , , , , , , , , , ,473.3,J32.3,C0008712, ,C34480, , , 
Q18553939,Q18553939, , , , , , , , , , , , ,098.13, ,C0153193, , , , , 
Q18553944,Q18553944, , , , , , , , , , , , , , ,C1334923, ,C7604, , , 
Q18553948,Q18553948, , , , , , , , , , , , ,401.0, ,C0024588, ,C34802, , , 
Q18553957,Q18553957, , , , , , , , , , , , ,385.82, ,C0155492, ,C3655, , , 
Q18553972,Q18553972, , , , , , , , , , , , ,534.0,K28.0,C0156042, , , , , 
Q18553983,Q18553983, , , , , , , , , , , , ,614.0,"N70.0,N70.03",C0156327, , , , , 
Q18553984,Q18553984, , , , , , , , , , , , ,614.2,"N70,N70.9,N70.93",C0036133, , , , , 
Q18553999,Q18553999, , , , , , ,Q662860,Q662860, , , , , , ,C0152018, ,C3513, , , 
Q18554002,Q18554002, , , , , , , , , , , , , , ,C1333460, ,C5707, , , 
Q18554013,Q18554013, , , , , , , , , , , , ,"599.89,600.3",N42.83,C1443972, , , , , 
Q18554015,Q18554015, , , , , , , , , , , , , , ,C1333466, ,C5341, , , 
Q18554023,Q18554023, , , , , , , , , , , , ,367.52, ,C0152197, , , , , 
Q18554029,Q18554029, , , , , , , , ,Corynebacterium diphteriae,Q131649, , ,372.04,H10.22,C0155144, ,C35196, , , 
Q18554033,Q18554033, , , , , , , , , , , , ,372.05,H10.1,C0001309, ,C34353, , , 
Q18554044,Q18554044, , , , , , , , , , , , , , ,C0003614,D001063,C4434, , , 
Q18554046,Q18554046, , , , , , , , , , , , ,776.4,P61.1,C0272153, ,C27069, , , 
Q18554048,Q18554048, , , , , , , , , , , , ,776.7,P61.5,C0158997, , , , , 
periodontitis apikal kroniko,Q18554054, , , , , , , , , , , , ,522.6,K04.5,C0392492, , , , , 
Q18554059,Q18554059, , , , , , , , , , , , ,253.8, ,C0342405, ,C27117, , , 
Q18554070,Q18554070,beherako,Q40878, , , , , , , , , , ,564.5,K59.1,C0156173, , , , , 
Q18554072,Q18554072, , , , , , , , , , , , , , ,C0347515, ,C6935, , , 
Q18554073,Q18554073, , , , , , , , , , , , ,437.4, ,C0007773, , , , , 
Q18554077,Q18554077, , , , , , , , , , , , ,378.15,H50.15,C0152207, , , , , 
Q18554079,Q18554079, , , , , , , , , , , , ,617.5,N80.5,C0156347, , , , , 
Q18554086,Q18554086, , , , , , , , , , , , ,774.4, ,C0158976, , , , , 
Q18554088,Q18554088, , , , , , , , , , , , ,337.1, ,C0154691, , , , , 
Q18554089,Q18554089, , , , , , , , , , , , ,161.2,C32.2,C0153485, ,C3546, , , 
Q18554091,Q18554091, , , , , , , , , , , , ,"337.0,337.00","G90.0,G90.09",C0154690, , , , , 
Q18554092,Q18554092, , , , , , , , , , , , ,368.62,H53.62,C0152202, , , , , 
Q18554095,Q18554095, , , , , , , , , , , , , , ,C0259749,D001342,C27033, , , 
Q18554102,Q18554102, , , , , , , , , , , , ,370.55,H16.31,C0155091, ,C26969, , , 
Q18554105,Q18554105, , , , , , , , , , , , ,371.31,H18.31,C0155115, , , , , 
Q18554108,Q18554108, , , , , , ,Q662860,Q662860, , , , ,381.01,"H65.0,H65.00",C0155415, , , , , 
Q18554114,Q18554114, , , , , , , , , , , , ,188.2,C67.2,C0496828, ,C12333, , , 
Q18554118,Q18554118, , , , , , , , , , , , , ,C38.0,"C0346609,C0349574", ,"C4567,C4651", , , 
Q18554121,Q18554121, , , , , , , , , , , , , , ,C0030849,D010412,C3317, , , 
Q18554142,Q18554142, , , , , , , , , , , , ,374.53,H02.73,C0155212, , , , , 
Q18554144,Q18554144, , , , , , , , , , , , ,374.55,H02.72,C0155214, , , , , 
Q18554159,Q18554159, , , , , , , , , , , , ,183.4,C57.3,C0153581, , , , , 
Q18554163,Q18554163, , , , , , , , , , , , ,360.01,"H44.0,H44.1",C0154773, , , , , 
Q18554169,Q18554169, , , , , , , , , , , , ,379.53,H55.03,C0271384, , , , , 
Q18554182,Q18554182, , , , , , , , , , , , ,188.3,C67.3,C0153611, , , , , 
Q18554183,Q18554183, , , , , , , , , , , , ,379.21,H43.81,C0155366, , , , , 
Q18554194,Q18554194, , , , , , , , , , , , ,187.2,C60.1,C0153599, , , , , 
Q18554199,Q18554199, , , , , , , , , , , , ,363.04, ,C0339394, , , , , 
Q18554202,Q18554202, , , , , , , , , , , , ,370.22,H16.11,C0155076, , , , , 
Q18554206,Q18554206, , , , , , , , , , , , ,239.5, ,C0041955, ,C3427, , , 
Q18554207,Q18554207, , , , , , , , , , , , , , ,C1336875, ,C6161, , , 
Q18554208,Q18554208, , , , , , , , , , , , , , ,C1336877, ,C6162, , , 
Q18554222,Q18554222, , , , , , , , , , , , , , ,C1336774, ,C6050, , , 
Q18554223,Q18554223, , , , , , , , , , , , , , ,C0345946, ,C4448, , , 
Q18554229,Q18554229, , , , , , , , ,Q3149939,Q3149939, , ,773.4,P57.0,C0270204, ,C101270, , , 
Q18554238,Q18554238, , , , , , , , , , , , ,"720.81,720.89,720.9", ,C0021396, , , , , 
Q18554252,Q18554252, , , , , , , , , , , , ,362.64, ,C0154857, , , , , 
Q18554255,Q18554255, , , , , , , , , , , , ,362.61,H35.43,C0154854, , , , , 
Q18554256,Q18554256, , , , , , , , , , , , ,362.66,H35.46,C0154859, , , , , 
Q18554266,Q18554266, , , , , , , , , , , , ,370.20,H16.10,C0155074, , , , , 
Q18554278,Q18554278, , , , , , , , , , , , ,186.9, ,C0349644, ,C6810, , , 
Q18554289,Q18554289, , , , , , , , , , , , ,372.55,H11.13,C0155163, , , , , 
Q18554298,Q18554298, , , , , , , , , , , , ,608.85, ,C0156316, , , , , 
Q21154050,Q21154050, , , , , , , , , , , , , ,Q87.0,C0796102,C557818, , , , 
Q21154051,Q21154051, , , , , , , , , , , , , ,Q75.4,C1860119,C538183, , , , 
Q21154052,Q21154052, , , , , , , , , , , , , ,Q75.4,"C0796243,C2931762",C538182, , , , 
Q21154053,Q21154053, , , , , , , , , , , , , ,Q75.4,C1866168,C538185, , , , 
Q21154055,Q21154055, , , , , , , , , , , , , ,Q93.5,C2674937,C567182, , , , 
Q21154057,Q21154057, , , , , , , , , , , , , ,Q93.5,C3810258,C557830, , , , 
Q21154058,Q21154058, , , , , , , , , , , , , ,Q93.5,C2677613,C567439, , , , 
Q21154059,Q21154059, , , , , , , , , , , , , ,Q93.5,"C3150674,C3150675,C3697269",C579849, , , , 
Q21154060,Q21154060, , , , , , , , , , , , , ,Q93.5,C2675463,C567232, , , , 
Q21154061,Q21154061, , , , , , , , , , , , , ,Q93.5,"C1843898,C3150701,C3150702", , , , , 
Q21154062,Q21154062, , , , , , , , , , , , , ,Q93.5,C3150858, , , , , 
Q21154064,Q21154064, , , , , , , , , , , , , ,Q93.5,C3281138, , , , , 
Q21154065,Q21154065, , , , , , , , , , , , , ,Q93.5,C3150607, , , , , 
Q21154066,Q21154066, , , , , , , , , , , , , ,Q93.5,C2751651,C567810, , , , 
Q21154067,Q21154067, , , , , , , , , , , , , ,Q93.5,C3151036, , , , , 
Q21154070,Q21154070,Q622427,Q622427, , , , , , , , , , , ,Q93.5,"C0795806,C2931337", , , , , 
Q21154071,Q21154071, , , , , , , , , , , , , ,Q93.5,"C2931338,C3809490",C536808, , , , 
Q21154072,Q21154072, , , , , , , , , , , , , ,Q93.5,C2675486,C567239, , , , 
Q21154073,Q21154073, , , , , , , , , , , , , ,Q93.5,C3280231, , , , , 
Q21154074,Q21154074, , , , , , , , , , , , ,277.6,Q99.8,C0795887, , , , , 
Q21154075,Q21154075, , , , , , , , , , , , , ,Q93.5,C2676739,C567350, , , , 
Q21154076,Q21154076, , , , , , , , , , , , , ,Q92.3,"C3150155,C3553407,C3553408", , , , , 
Q21154077,Q21154077, , , , , , , , , , , , , ,Q92.3,C3150708, , , , , 
Q21154078,Q21154078, , , , , , , , , , , , , ,Q92.3,"C2750748,C3808300",C567705, , , , 
Q21154079,Q21154079, , , , , , , , , , , , , ,Q92.3,C3281137, , , , , 
Q21272402,Q21272402, , , , , , , , , , , , , ,E34.8, , , , , , 
Q21503282,Q21503282, , , , , , , , , , , , , ,G11.8,C1720189,C580065, , , , 
Q21505485,Q21505485, , , , , , , , , , , , , , ,C3150940, , , , , 
Q21505486,Q21505486, , , , , , , , , , , , , ,Q92.3,C2749873,C567626, , , , 
Q21505487,Q21505487, , , , , , , , , , , , , ,Q92.3,C2750805,C567717, , , , 
Q21505488,Q21505488, , , , , , , , , , , , , ,Q99.8,C2749022,C567585, , , , 
Q22030614,Q22030614, , , , , , , , , , , , , ,Q87.8,C2677500,C567416, , , , 
Q22030615,Q22030615, , , , , , , , , , , , , , ,C1836330,C563739, , , , 
Q22132220,Q22132220, , , , , , , , , , , , , ,Q84.0,C1832162,C537698, , , , 
Q22443706,Q22443706, , , , , , , , , , , , , ,G11.8,C0752125, ,C126562, , , 
Q22443995,Q22443995, , , , , , , , , , , , , ,G11.8,C1861736,C566146,C176901, , , 
Q22672486,Q22672486, , , , , , , , , , , , , ,Q78.8,C1842691,C564305, , , , 
Q22938868,Q22938868, , , , , , , , , , , , , ,Q77.7,C0877024,C536629,C135087, , , 
Q22965392,Q22965392, , , , , , , , , , , , , , ,C3553414, , , , , 
Q22965406,Q22965406, , , , , , , , , , , , , ,Q87.1,C1862082,C536242, , , , 
Q22965474,Q22965474, , , , , , , , , , , , , ,H90.3,C1851112,C535886, , , , 
Q22965506,Q22965506, , , , , , , , , , , , , ,Q87.0,C1864652,C537405, , , , 
Q22965511,Q22965511, , , , , , , , , , , , , ,Q87.8,C0796037,C536028, , , , 
Q22965533,Q22965533, , , , , , , , , , , , , ,Q78.8,"C0018036,C2745953", , , , , 
Q22965561,Q22965561, , , , , , , , , , , , , ,Q78.8,"C1855273,C2930871", , , , , 
Q22965584,Q22965584, , , , , , , , , , , , ,756.9,Q77.7,C1866717,C566658, , , , 
Q22978786,Q22978786, , , , , , , , , , , , , ,Q87.8,C2752047,C567865, , , , 
Q23542366,Q23542366, , , , , , , , , , , , ,759.89, ,C3150658, ,C164675, , , 
Q23542367,Q23542367, , , , , , , , , , , , , ,G71.3,"C1838979,C2936907",C537475,C98994, , , 
Q23542368,Q23542368, , , , , , , , , , , , ,277.6,G71.3,C1855008,C565375, , , , 
Q23900578,Q23900578, , , , , , , , , , , , , ,Q73.0,C0002447, ,C34370, , , 
Q24284111,Q24284111, , , , , , , , , , , , , ,"Q60.3,Q60.4,Q60.5","C0266295,C2608080", , , , , 
Q24960553,Q24960553, , , , , , , , , , , , , ,Q78.8,C1739384,C536361, , , , 
Q24975353,Q24975353,"Q1497481,hipertrikosi","Q1497481,Q595010", , , , , , , , , , , ,Q87.1,"C1854630,C2931294", , , , , 
Q24977255,Q24977255, , , , , , , , , , , , , ,G11.1,C1849087,C535472, , , , 
Q25324166,Q25324166, , , , , , , , , , , , , ,Q89.0,"C0685889,C1849084",C563028, , , , 
Q25324175,Q25324175, , , , , , , , , , , , , ,Q07.8,C0795959, , , , , 
Q25324253,Q25324253, , , , , , , , , , , , , ,Q04.3,C1845668, , , , , 
Q25339233,Q25339233, , , , , , , , , , , , , ,Q77.8,C1862172,C537082, , , , 
Q25344755,Q25344755, , , , , , , , , , , , , ,Q87.5,"C1853925,CL510501",C565285, , , , 
Q26492777,Q26492777, , , , , , , , , , , , , ,Q68.8, , , , , , 
Q26492806,Q26492806, , , , , , , , , , , , , ,E88.8, , , , , , 
Q26492814,Q26492814, , , , , , , , , , , , ,359.89,G71.3,"C3149750,C3501891",C563698,C185236, , , 
Q26492815,Q26492815, , , , , , , , , , , , , , ,C3151513,C580039, , , , 
Q26492817,Q26492817, , , , , , , , , , , , , ,G71.3,C2749864,"C567624,C580473", , , , 
Q26492822,Q26492822, , , , , , , , , , , , , ,G71.3,C3554462, , , , , 
Q26492824,Q26492824, , , , , , , , , , , , , ,E88.8,C3809592, ,C172095, , , 
Q26492826,Q26492826, , , , , , , , , , , , , ,E88.8,"C1854052,C3276432", , , , , 
Q26492829,Q26492829, , , , , , , , , , , , , , ,C4225348, , , , , 
Q26492831,Q26492831, , , , , , , , , , , , , ,Q87.8,C3279775, ,C176896, , , 
Q26492832,Q26492832, , , , , , , , , , , , , ,Q87.8,C3275508, , , , , 
Q26492833,Q26492833, , , , , , , , , , , , , ,Q87.8,C3809356, , , , , 
Q26492834,Q26492834, , , , , , , , ,Q529622,Q529622, , , , ,CN031748,C536987,C128192, , , 
Q27164432,Q27164432, , , , , , , , , , , , ,520.5,K00.5,"C0403549,C2931783",C538241, , , , 
Q27164494,Q27164494, , , , , , , , , , , , , ,G60.0,C4225246, , , , , 
Q27429764,Q27429764, , , , , , , , , , , , , ,Q12.0,C4225182, , , , , 
Q27674739,Q27674739, , , , , , , , , , , , , ,Q87.8,C2675227, , , , , 
Q27674741,Q27674741, , , , , , , , , , , , , ,Q87.1,C1838654,C536123, , , , 
Q27674745,Q27674745, , , , , , , , , , , , , , ,C3150891, , , , , 
Q27674823,Q27674823, , , , , , , , , , , , , ,Q21.1,"C1862388,C3276096,C3502353", , , , , 
Q27674836,Q27674836, , , , , , , , , , , , , ,Q87.89,C1859568,C565919, , , , 
Q27674837,Q27674837, , , , , , , , , , , , , ,Q87.89,C1859569,C565920, , , , 
Q27674838,Q27674838, , , , , , , , , , , , , ,Q87.89,C1859570,C565921, , , , 
Q27674843,Q27674843, , , , , , , , , , , , , ,Q87.89,C3714980, , , , , 
Q27674845,Q27674845, , , , , , , , , , , , , ,Q87.89,C3806174, , , , , 
Q27674846,Q27674846, , , , , , , , , , , , , ,Q87.89,C3889475, , , , , 
Q27674866,Q27674866, , , , , , , , , , , , , ,Q12.0,"C1413785,C1855179", , , , , 
Q27674867,Q27674867, , , , , , , , , , , , , ,Q12.0,C1861833,C538285, , , , 
Q27674877,Q27674877, , , , , , , , , , , , , ,Q12.0,C1861830, , , , , 
Q27674882,Q27674882, , , , , , , , , , , , , ,Q12.0,"C1861826,C3805412", , , , , 
Q27674883,Q27674883, , , , , , , , , , , , , ,Q12.0,"C0266539,C3805373", , , , , 
Q27674889,Q27674889, , , , , , , , , , , , , ,Q12.0,"C1861827,C3805411", , , , , 
Q27674894,Q27674894, , , , , , , , , , , , , ,Q12.0,C1854021, , , , , 
Q27674895,Q27674895, , , , , , , , , , , , , ,Q12.0,"C0266537,C1861821",C535342, , , , 
Q27674901,Q27674901, , , , , , , , , , , , , ,Q12.0,C0344523, , , , , 
Q27674902,Q27674902, , , , , , , , , , , , , ,Q12.0,C2931470,C537298, , , , 
Q27677577,Q27677577, , , , , , , , , , , , , ,E71.1,C3553597, , , , , 
Q27677646,Q27677646, , , , , , , , , , , , , ,G60.0,"C1861669,C2931686,C3495591","C537986,C538078", , , , 
Q27677666,Q27677666, , , , , , , , , , , , , ,G60.0,C4015029, , , , , 
Q27677671,Q27677671, , , , , , , , , , , , , ,G60.0,C3806702, , , , , 
Q27677672,Q27677672, , , , , , , , , , , , , ,G60.0,C1844873,C535302, , , , 
Q27677675,Q27677675, , , , , , , , , , , , , ,G60.0,C1844865,C535303, , , , 
Q27677676,Q27677676, , , , , , , , , , , , , ,G60.0,C0795910, , , , , 
Q27677677,Q27677677, , , , , , , , , , , , , ,"Q35.1,Q35.3,Q35.5,Q35.7,Q35.9",C1837218, ,C87069, , , 
Q27677693,Q27677693, , , , , , , , , , , , , ,Q12.0, , , , , , 
Q27677743,Q27677743, , , , , , , , , , , , , ,Q78.0,"C1970414,C2931093","C536046,C567042", , , , 
Q27677747,Q27677747, , , , , , , , , , , , , ,Q78.0,C1850169,C564921, , , , 
Q28024512,Q28024512, , , , , , , , , , , , , ,G11.0,C1832585,C563363, , , , 
Q28024680,Q28024680, , , , , , , , , , , , , ,H90.3, , , , , , 
Q28065590,Q28065590, , , , , , , , , , , , , ,E75.2,"C1868512,C3164344",C566813, , , , 
Q28065612,Q28065612, , , , , , , , , , , , , ,Q87.8,C1846170,C537449, , , , 
Q28065613,Q28065613, , , , , , , , , , , , , ,Q87.8,C1845243,C564494, , , , 
Q28065616,Q28065616, , , , , , , , , , , , , ,Q87.8,C1846055,C537333, , , , 
Q28065619,Q28065619, , , , , , , , , , , , , ,Q87.8,C1839735,C537472, , , , 
Q28065620,Q28065620, , , , , , , , , , , , , ,Q87.8,C1845446,C564509, , , , 
Q28065621,Q28065621, , , , , , , , , , , , , , ,C4225417, , , , , 
Q28065622,Q28065622, , , , , , , , , , , , , ,Q87.8,C1846056,C535556, , , , 
Christiansonen sindrome,Q28065629, , , , , , , , , , , , ,759.89,Q87.8,"C1846130,C2678194","C537450,C567484",C181001,https://eu.wikipedia.org/wiki/Christiansonen_sindrome, , 
Q28065630,Q28065630, , , , , , , , , , , , , ,Q87.8,C1846145,C537135, , , , 
Q28065634,Q28065634, , , , , , , , , , , , , ,Q87.8,C1845285,C564495, , , , 
Q28136795,Q28136795, , , , , , , , , , , , , ,Q64.4,C3472657, , , , , 
Q28439901,Q28439901, , , , , , , , , , , , , , ,C1860549,C566010, , , , 
Q28456109,Q28456109, , , , , , , , , , , , , ,Q74.1,"C1840061,C1868581",C535540, , , , 
Q29014920,Q29014920, , , , , , , , , , , , , ,Q71.8,C1327918,C535544, , , , 
Q29014923,Q29014923, , , , , , , , , , , , , ,Q87.0,C1855467,C537830, , , , 
Q29014957,Q29014957, , , , , , , , , , , , ,756.9,Q78.8,C0432262,C562973, , , , 
Q29014964,Q29014964, , , , , , , , , , , , , , ,C1833698,C536061, , , , 
Q29014976,Q29014976, , , , , , , , , , , , , ,Q87.8,C2931225,C536514, , , , 
Q29017164,Q29017164,"Q2841504,Q661015,adimen-urritasun","Q183560,Q2841504,Q661015", , , , , , , , , , , , ,C3809738, , , , , 
Q29033216,Q29033216, , , , , , , , , , , , ,759.89,Q87.8,C0265342,C562538, , , , 
Q29982036,Q29982036, , , , , , , , , , , , , ,Q74.0,C1868597,C566825, , , , 
Q29982037,Q29982037, , , , , , , , , , , , , , , , , , , , 
Q29982051,Q29982051, , , , , , , , , , , , , ,Q68.8,C0265561, , , , , 
Q29982068,Q29982068, , , , , , , , , , , , , ,Q87.0,C1840378, , , , , 
Q29982078,Q29982078, , , , , , , , , , , , , , ,C1859753,C537788, , , , 
Q29982081,Q29982081, , , , , , , , , , , , , , , , , , , , 
Q30314087,Q30314087, , , , , , , , , , , , , ,Q73.8,C1862170,C537095, , , , 
Q30314091,Q30314091, , , , , , , , , , , , , ,N15.8,C3151209, , , , , 
Q30899323,Q30899323, , , , , , , , , , , , , , ,C1968949,C566906, , , , 
Q30988764,Q30988764, , , , , , , , , , , , , ,Q87.2,C1857344, , , , , 
Q30989072,Q30989072, , , , , , , , , , , , ,755.58,"Q71.6,Q71.60,Q72.7",C0265554,C574275, , , , 
Q30989182,Q30989182, , , , , , , , , , , , , ,D82.8,C2677792,C567453, , , , 
Q30989286,Q30989286, , , , , , , , , , , , , ,E75.2,C1836727,C563789, , , , 
Q30989322,Q30989322, , , , , , , , , , , , , ,G60.2,C1846574,C537313, , , , 
Q30989474,Q30989474, , , , , , , , , , , , , ,Q76.3,C1832594, , , , , 
